aid,sub,本科学校档次,本科专业,本科成绩和算法、排名,其他说明,研究生专业,研究生成绩和算法、排名,研究生学校档次,IELTS_Overall,IELTS_R,IELTS_L,IELTS_S,IELTS_W,TOEFL_Overall,TOEFL_R,TOEFL_L,TOEFL_S,TOEFL_W,GRE_Overall,GRE_V,GRE_Q,GRE_AW,GMAT_Overall,GMAT_Q,GMAT_V,LSAT
2325143,,211 & 985,自动化,80/100,只有 一些 课设 项目 奖学金 没有 项目 奖,,,,6.5,7.5,6.5,6,6.5,,,,,,,,,,,,,
2325152,,美本,本科非建筑,4.0/4.0,,,,,,,,,,102,28,26,22,26,325,157,168,3.5,,,,
2325171,,,,,,,,,,,,,,,,,,,322,154,168,3.5,,,,
2325180,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,3.61/4.00,三段 研究 三段 实习 实习 有 政策 咨询 和 数据分析 岗 的 然后 研究 都 是 货币政策 类 的,,,,,,,,,105,28,29,24,24,322,152,170,3.5,,,,
2325178,,211 & 985,,,,Economics,,University of Wisconsin-Madison,,,,,,,,,,,328,159,169,3.5,,,,
2325182,,211,经济学,3.79/4.0,三段 一段 两封 本校 专业课 老师 推荐信 一封 北大 助研 老师 的 感觉 应该 是 强推 大部分 经济学 和 数学课 都 + 上过 实变 微分方程 随机 过程 -,,,,,,,,,108,30,30,24,24,329,159,170,4,,,,
2325170,,双非,投资学,3.03,两个 大厂 传媒 实习 腾讯 亚马逊 一个 教育 公司 兼职 公关 宣传 负责人 一个 招商银行 实习 学校 有 自己 创立 的 社团 模拟 联合国 社联 学生会 都 有 职位 我 本科 投资 学 面试 压根儿 没问 我 编程 相关 我 还 现学 了 几天 面试官 主要 对 我 的 模拟 联合国 协会 感兴趣 聊 了 很 久 最后 问 他 能 不能 给 我 一些 学习 建议 的 时候 她 建议 我 学习 一下 基础 编程 知识 合着 人家 知道 我 不会 就 没 打算 问,,,,6.0,5.5,6.5,6.0,6.5,,,,,,,,,,,,,
2325188,,国内双非?中外合作办学项目,工程管理,国内gpa 3.2/4 美国gpa 3.8/4,无 实习 无 科研   在 大四 上 学期 有 一篇 和 教授 一起 做 的 论文   论文 名称 和 的 项目 内容 高度 符合   怀疑 这 就是 我 被 录 的 最大 原因   国内 学校 是 某 双本 一本   很 喜欢 所以 试着 申 一下   就算 知道 它 不收 双飞 院校   两周 内 就 下 了   当时 早上 正坐 马桶 上人 被 震惊 的 起 都 起不来,,,,7,8.5,6.5,6,7,,,,,,,,,,,,,
2325196,,QS100内澳洲本科,会计,超低GPA,,,,,,,,,,,,,,,,,,,,,,
2325194,,211,数学与应用数学,88.88/100,,,,,,,,,,106,30,30,22,24,328,159,169,3.5,,,,
2325191,,香港中文大学（深圳）,统计科学,3.622 （12%）,,,,,7,8,7,6.5,7,,,,,,328,159,169,4,,,,
2325212,,中国人民大学,工商管理，辅修法学,3.5+/4.0，86.8/100,非法 本   +   成绩 一般般 所以 申请 并 不是 很 顺利     -   实习 比较 多 吧 两段 红圈 所 一段 精品 所 一段 四大 一段 美所 南洋 理工 一 学期 交换 和 一些 并 没有 什么 亮点 的 科研 和 奖学金,,,,7,8.0,7.5,6.5,6.0,,,,,,,,,,,,,
2325220,,,finance,3.37,,applied economics,3.85,,,,,,,,,,,,,,,,,,,
2325207,,,社会学,3.85/4.0,,,,,,,,,,,,,,,325,161,164,4.5,,,,
2325198,,上海交通大学,经济学,87/100,毕业 正 担任 封 推荐信 一封 来自     大牛 ？ 强推 ？   两封 来自  ,Economics,90/100,university of british columbia,,,,,,116,30,29,29,28,328,160,168,3.5,,,,
2325206,,双非,金融，会计,3.7/4.3,,,,,,,,,,,,,,,,,,,,,,
2325225,,211 & 985,经济,3.77,四段 科研 两段 实习 三篇 论文 发表 一篇 呜呜 呜哥 大 在 有没有 大神 能 的 ～ ～,,,,,,,,,,,,,,,,,,,,,
2325239,,双非财经,商科+cs,3.4,,,,,,,,,,106,30,30,22,24,,,,,730,37,51,
2325270,,香港大学,,3.66/4.3,,,,,,,,,,108,28,29,25,26,328,158,170,3.5,,,,
2325279,,,,,,,,双非,,,,,,,,,,,,,,,,,,
2325246,,211 & 985,,4.3/5.0,,,,,,,,,,102,30,27,20,25,,,,,,,,
2325281,,211 & 985,法学,4.59/5.0,,法学,,中国政法大学,,,,,,,,,,,,,,,,,,
2325309,,211 & 985,电气工程及其自动化,78,,,,,6.5,7.5,7,5.5,6,,,,,,,,,,,,,
2325276,,香港大学,,3.66/4.3,,,,,,,,,,108,28,29,25,26,327,157,170,3.5,,,,
2325297,,985 211,国际政治,87.97,参加 了 一些 学术活动 不 突出 但是 有 另外 申请 这个 专业 需要 提交 一篇 论文 或者 或者   建议 早 准备 从 自己 本科 写 的 比较 好 的 论文 中 去 修改,,,,7,8,8,6,6,,,,,,,,,,,,,
2325293,,211,economics,2/34; 3.85,封 推荐信 皆 为 本校 老师 无 海外 经历 课程 微观 计量   宏观 概率     统计 优化 随机 矩阵 等 研究 经历 硕士论文,公共管理,3.6,清华/北大/中科大,,,,,,103,29,25,23,26,322,152,170,4.0,,,,
2325325,,985,,aa,三年 律所 工作 经验,,aa,985,,,,,,100,28,29,20,23,,,,,,,,
2325313,,211,公共关系学,83,,,,,,,,,,96,24,23,23,26,,,,,610,27,48,
2325299,,211 & 985,城乡规划,4.57/5.0,全国 城市 设计 竞赛   一等奖 全国 社会 实践 调研 报告   三等奖 次 校内 奖学金 段 实习 经历,,,,,,,,,108,29,29,23,27,318,152,166,3.0,,,,
2325307,,双非,软件工程,84,水奖 若干 奖学金 若干 世界 强 实习 一年 两封 教授 推荐信 一封 实习 企业 推荐信,,,,7,7.5,7.5,6,6,,,,,,,,,,,,,
2325339,,华中地区211,金工+信科,两个89 2/50,我来 补 一下 背景 昨天 加 了 官录 群 这个 专业 才录 了 个人 我别 引导 错 了 经济学 理学 双学位 跨专业 选 了 好多 数学课 分数 均分 在 + 拿到 了 高 相关度 数学课 老师 推荐信 一段 相关 科研 两篇 非一作 文章 一段 主导 的 数 挖 比赛 两段 强 相关 实习 几乎 我 的 经历 都 涉及 或 这个 月底 来 的 给 了 半奖 还有 好多 对 这个 专业 的 疑问   入读 体验 怎么样 ？ 干货 多 吗 ？ 意式 英语 能 不能 听懂 ？ 听说 要 修意语 才能 毕业 那 第二年 如果 去 交换 意大利语 回来 还 得 考 吗 ？ 以及 那些 交换 的 学校 一个班 有 几个 名额 ？ 还有 毕业 之后 去向 ？ 能查 到 的 信息 真的 非常少 了,,,,,,,,,,,,,,,,,,,,,
2325327,,211,法学,20% 垃圾绩点82.7,每年 奖学金 三好   学生会 主席   四 实习 都 是 律 所 一 调研,,,,7,7.5,8,6,6.5,,,,,,,,,,,,,
2325354,,211 & 985,国际经济与贸易,85.6,无 竞赛 一 奖学金 水 实习,,,,7,7.5,7.5,6.5,6.0,,,,,,,,,,,,,
2325331,,211 & 985,建筑学,"85.79, ranking 13/35",,,,,7.5,9,9,6,6,,,,,,,,,,,,,
2325340,,211 & 985,国际关系,83%,,,,,7,7.5,7.5,6,6,,,,,,,,,,,,,
2325361,,211,计算机科学与技术,84.4,,,,,7,8.5,7,6,6.5,,,,,,,,,,,,,
2325357,,985/211,自动化,83/100,科创国 奖省 奖校 奖 奖学金 若干 大 创水 实习 无 论文,,,,,,,,,,,,,,,,,,,,,
2325353,,211,计算机科学与技术,84.4,,,,,7,8.5,7,6,6.5,,,,,,,,,,,,,
2325367,,211,计算机科学与技术,84.4,,,,,7,8.5,7,6,6.5,,,,,,,,,,,,,
2325359,,双非,建筑学,2.66,无奖,,,,,,,,,90,28,20,19,23,,,,,,,,
2325363,,211,计算机科学与技术,84.4,,,,,7,8.5,7,6,6.5,,,,,,,,,,,,,
2325365,,211,计算机科学与技术,84.4,,,,,7,8.5,7,6,6.5,,,,,,,,,,,,,
2325364,,双非,管理科学,86/100,一段 强快 消 实习 段 项目 经验 若干 课外 实践 + 志愿者,,,,6.5,7.5,6.5,6.5,6,,,,,,,,,,,,,
2325368,,211,计算机科学与技术,84.4,,,,,7,8.5,7,6,6.5,,,,,,,,,,,,,
2325384,,清华/北大/中科大,法学,S,两份 红圈 所 实习 一份 美国 律所 实习 推荐信 两封 教授 两封 律师 打 过 中文 模拟 法庭 参加 过 德国 的 一个 暑校,法律硕士（法学）,S,清华/北大/中科大,,,,,,,,,,,,,,,,,,
2325388,,211,金融学,3.61,面试 时间 等 了 一个多月 才 下 了 奖 乔治城 提交 申请 下奖           其实 还 申请 了 的 - 但是 因为 有 了 别的 就 没 参加 面试 竟然 录取 了 奖,,,,,,,,,,,,,,325,155,170,3.5,,,,
2325378,,211 & 985,统计,,,,,,7.5,8.5,7.5,6.0,7.0,,,,,,322,152,170,3.0,,,,
2325382,,211 & 985,ME,3.4/4.0,,,,,,,,,,,,,,,,,,,,,,
2325404,,211,日语,3.77/5,  辅修 财务管理 优秀 毕业生 + 市级 奖学金,,,,8,8,9,7.5,7,,,,,,,,,,,,,
2325370,,211,计算机科学与技术,84.4,,,,,7,8.5,7,6,6.5,,,,,,,,,,,,,
2325394,,双非,physics,3.54/4,,,,,,,,,,95,29,25,19,22,322,154,168,3,,,,
2325392,,211 & 985,城乡规划,3.72/4.0,一篇 全国 重点 刊物 论文 一个 全国 竞赛 三等奖 一个 奖学金,,,,6.5,7,7,5.5,5.5,,,,,,,,,,,,,
2325407,,211 & 985,能源与动力工程,"85.4/100, 8/102",一段 欧陆 交换 一段 水 科研 和 竞赛 专利,,,,,,,,,100,27,24,22,27,316,146,170,3,,,,
2325410,,,环艺,86/100,国内 研究生 在读,城乡规划,87/100,,,,,,,,,,,,,,,,,,,
2325409,,211 & 985,生物,3.18,强 经历     国内外 工作 经验     北京 优秀 毕业生 等,,,,,,,,,102,28,29,22,23,324,,,3.5,,,,
2325412,,211 & 985,能源与动力工程,85.4/100 8/102,,,,,,,,,,100,27,24,22,27,316,146,170,3,,,,
2325413,,211 & 985,会展经济与管理,3.7/4,三段 相关 实习 一段 海外 交换 + 实习 商赛 奖学金 社团 都 有,,,,,,,,,111,29,27,28,27,324,155,169,3.5,,,,
2325423,,双非,城乡规划,83/100,一个 中国 城市规划 协会 全国 竞赛 三等奖 一个 省级 规划 协会 竞赛 一等奖 一个 区域性 联合 毕业设计 三等奖 两个 科研项目,,,,6.5,7,6.5,5.5,6,,,,,,,,,,,,,
2325432,,211 & 985,工商管理,3.71 2/42,一段 四大 审计 实习 一段 券商 研究所 行研 实习 本校 农村金融   在 家乡 另 一所 课题组 做产组 毕业论文 为 管理学 方向 涉及 实证 方法 无 论文 美赛 奖 两年 校 一等 奖学金 毕业生 奖学金 两年 院 优秀学生 一年 校 优秀学生 课程 方面 高数 上 高数 下线 代 概率论 与 数理统计 运筹学 经济 统计学 宏经 微经 金融学 企业 理论 数据库 与 程序设计 其他 大部分 为 管理学 课程 跟 经济 关系 不是 很 密切 计量 全靠 自 学会 一点 和 给 了 刀 小 奖给 了 奖刀   托福 不够,,,,,,,,,105,27,28,22,28,325,155,170,4,,,,
2325416,,211&985,计算机科学与技术,,,,,,,,,,,,,,,,,,,,,,,
2325452,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,核工程与核技术,89.3 (2/29),一篇 一篇 一篇 水 会议 一段 国外 交换 科研 经历 无暑研 科研 经历 较 丰富,,,,,,,,,103,29,30,21,23,323,154,169,4.0,,,,
2325465,,211,纳米材料,gpa 3.7/4,一个 国外 导师 推荐 一个 二等 奖学金 科研 经历 相当 水,,,,,,,,,93,23,26,23,21,318,152,166,2.5,,,,
2325445,,双非,电气工程及其自动化,81.5/100,国网 年 相关 工作 经验 两篇 水 论文,电气工程（非全日制）,80.5/100,211,6.5,7.5,6.5,6,6,,,,,,,,,,,,,
2325494,,211,economics,4.05/4.3,論文 已 寫 完 預計 今年 四五 月 會 畢業 碩士 二年 級 時 去 交換 一學期 但 沒 拿到 推薦 信 三封 推薦 信 都 是 校內 教授     數學 成績 修 的 不 怎樣 教授 還願意 幫 我 寫 推薦 信 真的 是 相當 感動,economics,4/4.3,,,,,,,114,30,29,28,27,330,160,170,3.5,,,,
2325468,,211 & 985,能源与动力工程,82.1,第一年 在 第二年 在   无论 文水 科研,,,,,,,,,,,,,,326,156,170,3.5,,,,
2325484,,双非,应用心理学,倒数,,,,,7,7.5,7,7,6.5,,,,,,,,,,,,,
2325500,,双非,Public Finance,3.52/4.0,,,,,,,,,,,,,,,,,,,,,,
2325499,,Queen's University,Statistics,GPA 4.2/4.3,,,,,,,,,,,,,,,,,,,,,,
2325490,,,环艺,,城市规划 研究生 在读,城市规划,,,6.5,6,7,6,6,,,,,,,,,,,,,
2325489,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,英语,3.81/4,段 暑期 学校 交流 段 研究 经历 篇作 在 投段 海外 科研 段 相关 实习     禁毒 社工 高中 心理 教师 医院 一段 支教 志愿者 经历,,,,,,,,,110,30,29,25,26,326,158,168,3.0,,,,
2325503,,清华/北大/中科大,新闻,3.62/4.00,,MS(c) BA,3.78/4.30,HK某校,,,,,,108,29,29,24,26,325,158,167,3.5,,,,
2325497,,Queen's University,Statistics,GPA 4.2/4.3,,,,,,,,,,,,,,,,,,,,,,
2325504,,211,电气工程及其自动化,3.67/4,,EE,3.89/4,USC,,,,,,106,29,28,21,28,323,154,169,3,,,,
2325498,,Queen's University,Statistics,GPA 4.2/4.3,,,,,,,,,,,,,,,,,,,,,,
2325509,,双非,Accounting,3.42,,,,,7,8.5,8,6,6,,,,,,323,156,167,4.0,,,,
2325521,,清华/北大/中科大,法学,SS,工作 党 两年 本科 经历 平淡,,,,,,,,,109,30,28,25,26,,,,,,,,
2325529,,985,控制工程,85,挑战杯 省级   中美 创客   欧洲 暑期 学校   一篇 文章 一作,,,,,,,,,,,,,,,,,,,,,
2325527,,末流985,通信工程,83 .7,国家级 大创   美国 暑期 学校   校级 奖学金,,,,,,,,,,,,,,,,,,,,,
2325531,,双非,环境科学,85/100,,环境工程,3.83/4.0,University of Florida,,,,,,,,,,,,,,,,,,
2325522,,211,光电信息科学与工程,3.58/4.0,国奖 一段 美国 暑研 一段 中科院 科研 一段 大创 一段 水 实习 一篇 中文 一作 一篇 英文 共作 在 投,,,,,,,,,95,25,24,22,24,323,154,169,3,,,,
2325524,,985中档,计算机科学,83,各类 竞赛 奖项,,,,,,,,,,,,,,,,,,,,,
2325543,,清华/北大/中科大,,AA,年 毕业 开始 红圈 工作,,,,,,,,,115,30,30,29,26,,,,,,,,
2325589,,211,社会学,88/100; 1/25,,,,,,,,,,95,27,21,24,23,,,,,,,,
2325544,,211 & 985,安全工程,81,无 论文   无 实验   无 项目 第一年   第二年 有 收到 的 同学 欢迎 联系,,,,7,7,8.5,6,7,,,,,,,,,,,,,
2325593,,香港中文大学（深圳）,统计科学,3.622 （12%）,,,,,7,8,7,6.5,7,,,,,,328,159,169,4,,,,
2325526,,中坚九校,电子信息工程,85.2,校级 奖项 若干 没有 实习   科研,,,,,,,,,,,,,,,,,,,,,
2325600,,211,Econ,3.2,大三 在 美国 交换 一年 无 做 了 个   的 小 项目 国内 一 学期 方向 的 参加 一 学期   的 目前 还 没有 关于 的 信息 小秘 称会 在 几天 后 发布 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -     +       推荐信 两封 来自 本校 海归 教授 一封 来自 交换 学校 的 教授 美国 教授 的 信 是 高年级 经济学 课 的 课程 推 两位 国内 教授 人 都 很 好 且 有 分别 做过 项目   毕业论文 应该 算是 强推,,,,,,,,,,,,,,325,155,170,3,,,,
2325618,,211 & 985,trade economics,3.7+  15%,两段 推荐信 一位 本校 老师     一位 在 国外   方向   奖学金 三次 有 一篇 工作 论文 在 两个 本科生 的 会上 得 了 奖   最大 弱点 是 数学 稍差 大 一大 二 没有 好好学 基本 都 是 - 学过 很多 政治学 哲学 课 大二 的 时候 很想 转去 学 政治 哲学 … … 大三 决定 读 方向 的 兴趣 是  ,,,,,,,,,109,28,30,25,26,334,165,169,3.5,,,,
2325616,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,新闻传播,wes4.0/4.0 1/31,,,,,,,,,,106,26,27,27,26,332,163,169,3.5,,,,
2325603,,211 & 985,材料化学,88/100,篇作 多篇 作,材料化学,85/100,211 & 985,,,,,,92,24,23,23,22,,,,,,,,
2325627,,The University of Hong Kong,Business Administration (Accounting & Fi,Top 10%,,,,,,,,,,,,,,,,,,,,,,
2325629,,清华/北大/中科大,Nursing,GPA Range: 3.0~3.5; Ranking: top 40%,,,,,,,,,,102,28,26,24,24,320,155,165,3.5,,,,
2325650,,211 & 985,能源与动力工程,3.44/4,,,,,,,,,,,,,,,326,156,170,3.5,,,,
2325640,,美本top50,History and Economics,"3.7+, magna cum laude (15%)",大二 有过 一年 数字 人文 项目 的 助研 经验 然后 和 教授 合著 了 一篇   后来 用 在 了 三个 上 和 一篇   但是 知道 消息 的 时候 已经 来不及 加进 简历 了 所以 应该 没 啥 影响 然后 大二 下半年 又 帮助 另外 一个 教授 做 一些 项目 中国 历史 相关 的 同时 选 了 该 教授 的 两节 都 拿 了 这 两个 教授 后来 主动 问 我 要 不要 推荐信 并 保证 会 写 得 很 最后 一个 是 一节 选修 中国 文学 课 的 教授 我 经常 上课 发言 讨论 班上 都 是 来 水课 的 中国 人 教授 问 问题 经常 冷场 所以 我 觉得 应该 给 她 留下 了 好 印象 所以 她 答应 写 了 然后 中国 历史 的 教授 和 文学 的 教授 都 跟 哈佛 很 熟悉 前者 在 那 做 过 而且 他 师兄 我 被 分配 到 的 导师 也 在 那里 教课 所以 他们 经常 见面 交流 啥 的 后者 在 哈佛 毕业 的 宇文 所安 的 学生 而且 是 个 挺 有名 的 大佬 所以 我 觉得 这点 也 起 了 作用 ？ 文书 我 找 历史 教授 改 的 他 给 了 很多 建议 然后 把 我 的 文书 里 每句话 多多少少 都 改 了 一点 所以 我 觉得 应该 还是 挺 的 ～,,,,,,,,,,,,,,329,162,167,4.5,,,,
2325621,,985 & 211,Electronic Engineering,3.65,,,,,,,,,,94,27,24,20,23,321,153,168,3.5,,,,
2325639,,双非,软件工程,87/100,,,,,,,,,,100,29,28,23,20,321,155,166,3,,,,
2325670,,Some school in HK,Math & Econ,3.73/4.3,本科 直申   的   和     的     应该 算是 三围 里 的 短板 了 有关 的 数学课 成绩         -       +           -                       +       +       有关 的 经济 课 成绩       + -                   有过 段 校内 的 与 相关 的 研究 经历 但 做 的 都 是 比较 基础 的 工作 一篇 推荐信 来自 之前 的   另外 两封 都 来自 只 上 过 课 的 老师   后者 只能 从 我 的 课堂 表现 给出 评价 强度 可能 在 一定 程度 上 受限 了 没 来得及 交     写 的 算是 比较 的 没有 特别 多 关于 所申 学校 只是 简单 提了 一下 感兴趣 的 教授             一直 在 理论 和 实证 间 纠结 遗憾 的 是 没有   在 理论 方面 的 研究 经历,,,,,,,,,105,30,29,21,25,331,161,170,3,,,,
2325655,,香港中文大学,CS,3.5/4.0,两段 专业 相关 实习,,,,7.5,7.5,8,8.5,6,,,,,,,,,,,,,
2325648,,,,,,,,,6.5,7,6.5,6.5,6.0,,,,,,,,,,,,,
2325674,,985/211,金融,2/57；91/100,,金融,3.7/4,复旦大学,7.5,8,8,7,6.5,,,,,,321,153,168,3.5,,,,
2325659,,香港理工大学,EE,3.45,,,,,,,,,,,,,,,,,,,,,,
2325666,,211,经济学,均分85,,,,,7,8,8,6,6.5,,,,,,320,152,168,3.0,,,,
2325719,,海外本科+日本双学位,Business,Top 5%,,,,,8.5,9,8.5,8.5,8,,,,,,331,162,169,4.5,,,,
2325697,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,信息工程,3,,Computer Engineering,3,Boston University,6.5,7,7,6,6,,,,,,,,,,,,,
2325716,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,地理信息科学(GIS),3.81,段 科研 篇 国际 会议 篇     一作 篇 中文 期刊   篇 一作 阿尔伯 塔 大学 暑研次 院士 专项 奖学金 次 专业 竞赛 全国 一等奖 美赛 其他 奖 若干,,,,,,,,,102,30,26,20,26,317,149,168,3.5,,,,
2325733,,华南农业大学,工业设计,3.71,,,,,7,8,8,6,6,,,,,,,,,,,,,
2325757,,政法院校,,aa,三年 校 奖学金 法院 大所 实习 党 半年 小所 工作 经验 副教授 和 大 所 合伙人 推荐信,,,,7,8,7.5,6.5,6.5,,,,,,,,,,,,,
2325764,,双非,生物工程,84.5,,,,,,,,,,90,28,20,19,23,321,157,164,3.0,,,,
2325741,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,船舶与海洋工程,77/100,无 论文   两个 水 实习   学校 小 奖学金,,,,7,8.5,7.5,5.5,5.5,,,,,,,,,,,,,
2325748,,美本,Political Science & Economics,3.9+/4.0,,,,,,,,,,,,,,,,,,,,,,170
2325769,,211,计算机,84 专业课加权86,国家级 竞赛 一份 实习 校级 奖学金 个 三好学生,,,,,,,,,,,,,,,,,,,,,
2325774,,,金融,,,,3.94/4 排名第一,,,,,,,96,29,25,17,25,,,,,,,,
2325785,,985/211,金融,2/57；91/100,,金融,3.7/4,复旦大学,7.5,8,8,7,6.5,,,,,,321,153,168,3.5,,,,
2325781,,211,风景园林,3.7/4.0,年 一等奖 奖学金 个园 冶杯 荣誉奖 个 月 工作 经验 个 月 实习 个 月 在职,,,,6.5,7.5,7.5,5.5,6.0,,,,,,,,,,,,,
2325756,,UIUC,"MATH, ECON",3.83/4.00,,EME,pass,LSE,,,,,,,,,,,320,152,168,3.5,,,,
2325790,,美本,,,,,,,,,,,,,,,,,325,156,169,5.0,,,,
2325778,,211,自动化（演艺工程与舞台技术）,25%,,,,,6.5,7.5,6.5,6,6,,,,,,,,,,,,,
2325788,,211,数学与应用数学,88.88/100,,,,,,,,,,106,30,30,22,24,328,159,169,3.5,,,,
2325776,,非985，211,法学,AA,,,,,,,,,,104,25,26,27,26,,,,,,,,
2325783,,211 & 985,EE,88/100  Top 11%,今年 毕业 月 号 之前 提交 了 所有 申请 今天 才 收到 第一封 邮件 是 的 连 拒信 也 没收 到 不得不 吐槽 加 国人 的 效率 和 语言 勉强 过得去 一段 水 科研 其他 的 就 啥 都 没有 了,,,,7.5,8.5,8,6.5,6.5,,,,,,331,161,170,4,,,,
2325794,,211 & 985,机械设计制造及其自动化,4.36/5,往届 毕业生 无 论文 无 实习 一个 校级 三等 奖学金 申请 没用到 某 制造业 国企 年 管理 类 岗位 工作 经验,,,,7,8.5,7.5,6,6,,,,,,,,,,,,,
2325792,,美本,,,,,,,,,,,,,,,,,327,157,170,4,,,,
2325796,,港本 Top3,Accounting & Finance,"3.5/4.3, WES 3.6",-     一段   一段   -   实习 一段 半年 四大 实习 一段 咨询 实习 一段 一年 -   推荐信 两位           + 美国 计量 老师 + 两位 授课 老师 + 实习 老板   我申 的 项目 太多 了 每位 老师 只 给 推封,,,,8,9.0,9.0,7.5,7.0,,,,,,328,160,168,3.5,,,,
