,aid,sub,本科学校档次,本科专业,本科4.0绩点,本科4.3绩点,本科5.0绩点,本科均分,本科原始成绩,其他说明,研究生专业,研究生4.0绩点,研究生4.3绩点,研究生5.0绩点,研究生均分,研究生原始成绩,研究生学校档次,IELTS_Overall,IELTS_R,IELTS_L,IELTS_S,IELTS_W,TOEFL_Overall,TOEFL_R,TOEFL_L,TOEFL_S,TOEFL_W,GRE_Overall,GRE_V,GRE_Q,GRE_AW,GMAT_Overall,GMAT_Q,GMAT_V,LSAT
25894,2322550,,美本top30,Comparative Literature & Computer Scienc,3.86,3.68,3.86,88.6,3.86,  做 的 是 中国 现当代 电影         也 做 过 一点 日本   年代 电影 的 研究,,,,,,,,,,,,,,,,,,327,161,166,4.5,,,,
25895,2322546,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,药学,,,,,,无 论文 段 商业 实习 段公卫 实习 一封 推荐信,,,,,,,,,,,,,107,28,28,23,28,323,154,169,3,,,,
25896,2322543,,双非,城乡规划,3.4,3.29,3.4,84.0,3.4,水 科研 立项   水 实习,,,,,,,,,,,,,98,29,27,21,21,320,157,163,3,,,,
25897,2322547,,Carleton University,Art History,3.35,3.25,3.35,83.5,3.35/4 专业课3.7/4,推荐信 两个 教授 都 挺 有名 的   分别 是 和 哈佛 的 博 实习 加拿大   美术馆 策展 助理 奖项 入学 和 访学 奖学金 研究 挺 多 的   毕业论文 恰好 和 未来 系主任 方向 贴合   挑 了 几个 在   里 体现   建议 文科 的 大家 提早 写     不然 压力 很大,,,,,,,,,,,,,,,,,,,,,,,,,
25898,2322506,,双非,法律,,,,,15%,论文 拟 发表 精品 所 实习 法院 实习 五百强 公司 海外 法务 实习 暑校,,,,,,,,,,,,,102,29,30,24,19,,,,,,,,
25899,2322563,,四川美术学院,雕塑艺术,3.35,3.25,3.35,83.5,3.35/5.00 10%,成绩单 有 挂科 无 实习 无 相关 工作 经验 唯一 的 工作 经验 是 艺术家 助理 和 策展 人 做 过 行为艺术 有 交换 经验 参过展 乱七八糟 的 小展,,,,,,,,7,7.5,7.5,6.5,6.5,100,27,19,27,27,316,153,163,3.5,,,,
25900,2322552,,双非一本,汉语言,3.77,3.61,3.77,87.7,3.77/4.0  top 10%,次 国际 会议 经历 无 三封 推荐信 应该 都 是 强推 其中 研究生 导师 的 可以 算牛 推,Critical Asian Humanities,3.87,3.69,3.87,88.7,3.87/4.0,Duke University,,,,,,,,,,,,,,,,,,
25901,2322554,,UIUC,Urban Planning,3.86,3.68,3.86,88.6,3.86,,,,,,,,,,,,,,,,,,,315,153,162,4,,,,
25902,2322549,,浙江财经大学,金融学,3.7,3.55,3.7,87,87/100,两段 水 实习 两次 奖学金 … 没什么 获奖,,,,,,,,7.0,8.0,7.0,6.5,5.5,,,,,,,,,,,,,
25903,2322558,,清华大学,车辆,3.76,3.6,3.76,87.6,3.76/4.0，1/7,没有 论文,,,,,,,,7.5,9,9,6,6,110,29,30,26,25,335,165,170,4,,,,
25904,2322599,,211 & 985,法学,,,,,3/147 AA,,,,,,,,,,,,,,107,27,30,23,27,,,,,,,,
25905,2322559,Chemistry（化学）                    880(95%),上海科技大学,化学,3.69,3.54,3.69,86.9,"3.69/4.0, 2/18",,,,,,,,,,,,,,101,28,23,25,25,327,157,170,3.5,,,,
25906,2322629,,双非,法律,3.6,3.46,3.6,86,86,工作 三年 多 行业,,,,,,,,7.5,8.5,8.5,7,6.5,,,,,,,,,,,,,
25907,2322611,,211 & 985,城乡规划,3.7,3.55,3.7,87,87,国奖 校奖 实习 若干 奖学金 若干,,,,,,,,,,,,,,,,,,,,,,,,,
25908,2322603,,cqupt,智能科学与技术,3.5,3.37,3.5,85.0,gpa 3.5,究极 保底 校 给我发 了 应该 是 不会 去 了,,,,,,,,,,,,,93,27,21,23,22,322,152,170,3.5,,,,
25909,2322628,,中国科学技术大学,数学与应用数学,,,,,,,金融数学,,,,,,,,,,,,,,,,,,,,,,,,
25910,2322619,,211,统计学,3.83,3.66,3.83,88.3,3.83,,,,,,,,,7.5,8.5,8.5,6.5,6,,,,,,329,161,168,3.5,,,,
25911,2322631,,211 & 985,金融学,3.9,3.72,3.9,89.0,3.9+,,,,,,,,,,,,,,107,29,28,23,27,328,159,169,4,,,,
25912,2322624,,双非,法学,3.6,3.46,3.6,86.0,3.6/5.0，2/59,一年 一段 大所 工作 经验 直到现在 半年 两段 小所 实习 全国 文书 比赛 二等奖 校级 奖学金 若干 校内 法援 年 志愿者 经历 若干 学生 组织 经历 若干 学术研究 段,,,,,,,,,,,,,103,27,29,20,27,,,,,,,,
25913,2322613,,211,广告学,,,,,绩点4.11/5.0，排名1/29,,传播学,3.96,3.77,3.96,89.6,绩点3.96/4.0，排名4/36,211 & 985,,,,,,103,28,25,23,27,325,162,163,3.5,,,,
25914,2322630,,双非,金融學,3.4,3.29,3.4,84.0,3.4,金融 實習 個 月   現 工作 年,,,,,,,,7,8,6.5,6,6.5,,,,,,,,,,,,,
25915,2322651,,211 & 985,经济学学士,3.9,3.72,3.9,89.0,"3.9/4.0, wes后3.88",量化 课程 高数 三件套 上 修过 和 另外 修过 数模 课 实习 经历 三段 实习 两份 是 小 银行 核心 部门 一份 是 强 保险 精算 有用 到 科研 经历 三段 包括 一段 港 科大 该项 目的 成果 正在 发 英文 期刊 一段 市政府 统计局 相关 研究 经历 一篇 的   正在 做 一篇   的 论文,,,,,,,,,,,,,110,30,28,25,27,326,161,165,4,,,,
25916,2322643,,清华/北大/中科大,中文系,3.5,3.37,3.5,85.0,3.5+,论文 一篇   校内 项目 两个   有 面试,,,,,,,,,,,,,108,30,27,24,27,329,159,170,3.5,,,,
25917,2322665,,985,建筑学,3.3,3.2,3.3,83.0,3.3/4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25918,2322668,,中国人民大学,经济学,3.55,3.42,3.55,85.5,3.55,,经济学,3.46,3.34,3.46,84.6,3.46,中国人民大学,7,8,7.5,6.5,6,,,,,,,,,,,,,
25919,2322659,,浙江大学,农业资源与环境,3.7,3.55,3.7,87,87 / 100,学业 校设 等 奖学金 无国奖 优秀学生 等 荣誉称号 港 大暑 研 校内 三段 科研 经历 一个 比赛项目 两段 校外 实习 对外 交流 经历 学生 干部 无 论文 无,,,,,,,,7.0,8.0,7.0,6.0,7.0,,,,,,,,,,,,,
25920,2322657,,211,经济学,,,,,,,,,,,,,,,,,,,106,29,29,22,26,325,156,169,3.5,,,,
25921,2322672,,211 & 985,Materials Science,3.6,3.46,3.6,86.0,3.6/4,,,,,,,,,,,,,,,,,,,,,,,,,,
25922,2322683,,,电子信息工程,2.8,2.86,2.9,79,"79, 2.8",双 非人 无 论文 无 奖学金 半个 混子,,,,,,,,6.5,8,7.5,5,6,,,,,,,,,,,,,
25923,2322717,,双非,水文与水资源工程,3.3,3.2,3.3,83,83,一作 论文   大创 负责人   两段 实习   大大小小 一堆 奖   一段 四年 志愿者,,,,,,,,6.5,6.5,6.5,6,6,,,,,,,,,,,,,
25924,2322685,,,,,,,,,,,,,,,,,6.5,7.5,6.5,5.5,6,,,,,,,,,,,,,
25925,2322674,,双非,建筑学五年,3.73,3.57,3.73,87.3,87.3,  北京 访校   夏校 同济 国际 夏令营   奖学金 若干 竞赛奖   三四个 国家 的 一个 亚洲 的 实习 经历 明星 事务所 一个 规划局 在职 一个         语言 太低,,,,,,,,,,,,,,,,,,,,,,,,,
25926,2322736,,211 & 985,食品科学与工程,3.46,3.34,3.46,84.6,3.46/4.0,有 一篇 中文 核心 一作 大二 暑假 和 学习 去   交流 两周 质检中心 和 外企 食品 研发 实习 各 一个月 别的 几乎 没有,,,,,,,,7,8,6.5,6.5,6,,,,,,319,156,163,3.0,,,,
25927,2322718,,双非一本,应用心理学,3.1,3.03,3.1,81.0,3.1/5 ranking30%,,,,,,,,,6,6.5,6.5,5.5,5.5,,,,,,,,,,,,,
25928,2322743,,电子科技大学,金融&电子信息工程,3.4,3.29,3.4,84.0,gpa3.4,,,,,,,,,7,8.5,8,6,6,,,,,,320,155,165,320,,,,
25929,2322721,,双非,机械设计制造及其自动化,3.72,3.56,3.72,87.20,87.20,专利 实验 水 经验 两年 两个 水 实习 一个 海外 学校 交流 经历,,,,,,,,7,9,7.5,6,5.5,,,,,,,,,,,,,
25930,2322744,,香港城市大学,金融,3.91,3.73,3.91,89.1,3.91,,,,,,,,,,,,,,110,30,29,27,24,,,,,,,,
25931,2322762,,211 & 985,医学实验技术,3.49,3.37,3.49,84.9,3.49/4.0,只有 一个 大创 无 文章 一段 实验室 实习,,,,,,,,,,,,,109,30,30,23,26,322,153,169,3.0,,,,
25932,2322748,,双非,建筑学,3.45,3.33,3.45,84.47,84.47,三个 奖学金 一个 竞赛 一个 实习 一个 校友 基金 一段 工作室 经历,,,,,,,,,,,,,,,,,,,,,,,,,
25933,2322750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25934,2322776,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际政治,,,,,,,,,,,,,,6.5,8,7,5.5,6,,,,,,,,,,,,,
25935,2322746,,双非,英语,3.6,3.46,3.6,86.0,3.6/4.0,本校 两 博导 推荐信 篇 书评 篇 国内 会议 本 学术著作 翻译 二作 上交 贝克 中心 一次         次暑校                ,翻译研究,3.76,3.6,3.76,87.6,3.76/4.0,北京外国语大学,7.5,9,7,7,7.5,,,,,,,,,,,,,
25936,2322787,,华东师范大学,教育康复学,3.27,3.18,3.27,82.7,3.27/4.0,志愿 活动 比较 多 联合 发起 公益活动 孤儿院 志愿者 公益 夏令营 志愿者 等,,,,,,,,,,,,,102,27,28,23,24,,,,,,,,
25937,2322778,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际政治,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25938,2322788,,211,园林,3.8,3.63,3.8,88,88,美国 不 知名 硕士 托福 超级 烂 差点 因为 托福 被 拒裸考 的 托福 比 来 美国 读 硕士 以前 还要 烂 但是 硕士 成绩 比较 好 可能 有点 说服力 毕竟 听说读写 都 不会 在 美国 上课 是 混不下去 的 科研 经历 丰富 篇分 以上 的 论文 一作,,3.92,3.74,3.92,89.2,3.92,,,,,,,,,,,,,,,,,,,
25939,2322764,,211,信息与计算科学/英语（双学位）,2.4,2.87,2.91,79.1,79.1/100 & 72.4/100,校级 大 创美赛 校赛 建模 实习 经历 不是 很 相关,,,,,,,,6.5,6.5,6.0,6.5,6.5,,,,,,,,,,,,,
25940,2322769,,211 & 985,力学,3.92,3.74,3.92,89.2,89.2/100,,材料科学与工程,3.74,3.58,3.74,87.4,87.4/100,211 & 985,,,,,,,,,,,,,,,,,,
25941,2322796,,Top public,Sociology and Economics,3.8,3.63,3.8,88.0,LSAC GPA 3.8x,中美律 所 实习 各 一段 一篇 文章,,,,,,,,,,,,,,,,,,,,,,,,,172.0
25942,2322789,,211 & 985,心理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25943,2322790,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,中国语言文学,3.76,3.6,3.76,87.6,3.76/4.0 北大算法,会议 论文,East Asian Studies,3.86,3.68,3.86,88.6,3.86,玉米地某校,,,,,,108,30,26,23,29,321,160,161,3.5,,,,
25944,2322798,,双非,法学,,,,,"Second Class Honor, Upper Division",,法学,,,,,,香港中文大学,,,,,,,,,,,,,,,,,,
25945,2322805,,985,药学,3.53,3.4,3.53,85.3,85.3/100,一篇 作在 投 两个 大创 一个 校 科技 竞赛 一等 其他 校奖 若干,,,,,,,,7,7,7.5,6.5,6.5,,,,,,,,,,,,,
25946,2322806,,985,药学,3.53,3.4,3.53,85.3,85.3/100,,,,,,,,,7.0,7.0,7.5,6.5,6.5,,,,,,,,,,,,,
25947,2322808,,985,药学,3.53,3.4,3.53,85.3,85.3/100,,,,,,,,,7.0,7.0,7.5,6.5,6.5,,,,,,,,,,,,,
25948,2322814,,双非,经济法,,,,,AA,,,,,,,,,8,8.5,9,7,7,,,,,,,,,,,,,
25949,2322820,,双非,国际经济与贸易,3.7,3.55,3.7,87.0,GPA 3.7（WES）,推荐信 一封 来自 系主任 一封 来自 实习 领导 一封 来自 专业课 老师 无 论文 发表 四段 实习 一段 佐治亚 理工 的 暑校 竞赛 奖学金 若干,,,,,,,,,,,,,104,29,27,22,26,327,160,167,3.5,,,,
25950,2322811,,211,会计学,3.72,3.57,3.72,87.23,87.23,,,,,,,,,7.5,9,8.5,6,6,,,,,,,,,,,,,
25951,2322807,,211,风景园林,,,,,,,,,,,,,,,,,,,103,26,30,23,24,,,,,,,,
25952,2322833,,HKUST,Economics and Finance,3.88,3.7,3.88,88.78,3.7/4.3,四个 学期 的 没 工资 的   一个 学期 的 独立 研究 完成 毕业论文 推荐信 一封 强推 + 独立 研究 的 导师   一封 本校 牛 推 本校   前   一封 平推 上课 拿 过 的 三围 如上 三战 算是 小 优势 交换 一 学期 交换   数学 微积分 三 学期 +   线代 + 统计 + 概率论 + 微分方程 + 一门 高级 统计 经济 中微 中宏 计量 给 本校     做过 一 学期,,,,,,,,,,,,,103,29,27,24,23,334,164,170,4.0,,,,
25953,2322843,,双非,软件工程,3.34,3.24,3.34,83.4,3.34/5,校大 创三好 国励 一年 专业 奖学金,,,,,,,,6,6,6,6,5,,,,,,,,,,,,,
25954,2322841,,浙江双非一本,法学,4.0,3.91,4.12,91.17,GPA91.17 排名2/89,两年 省政府 奖学金 五个 省奖 两次 国际 国内 大型 赛会 会议 志愿者 一段 实习 没有 论文,,,,,,,,7.0,7.0,8.0,6.5,7.0,,,,,,,,,,,,,
25955,2322856,,双非,艺术设计,3.7,3.55,3.7,87.0,3.7/4,,艺术设计,3.47,3.35,3.47,84.7,3.47/4,西安建筑科技大学,,,,,,,,,,,,,,,,,,
25956,2322818,,211,环境工程,3.57,3.43,3.57,85.7,3.57、3/110,,环境工程,4.0,3.81,4.0,90,4.01、9/90,211 & 985,,,,,,100,29,28,22,21,320,152,168,3,,,,
25957,2322868,,双非,物联网工程,3.5,3.37,3.5,85,85 3/65,一篇 计算机 视觉 相关 某 研究院 实习 计算机 视觉 国家级 软件 比赛,,,,,,,,6.5,7.5,7,6,6,,,,,,,,,,,,,
25958,2322865,,211 & 985,环境科学,,,,,4.83/5,有过 一个 年 的 创新 实验 和 个 专利 还有 各类 奖学金 全国 数学 建模 竞赛 之类 的 我 觉得 斯坦福 能 录取 主要 还是 我 的 绩点 吧,,,,,,,,,,,,,100,30,21,21,28,323,153,170,3.5,,,,
25959,2322858,,双非一本,新闻学,3.73,3.58,3.73,87.34,87.34/3,无 论文   一个 五百强 实习   一个 市级 电台 实习   三年 常规 奖学金   学生 组织 主席   两个 市级 竞赛奖   一次 海外 游学 经历,,,,,,,,6.5,6.5,7,6,5.5,,,,,,,,,,,,,
25960,2322869,,中外合办,应用数学,3.7,3.55,3.7,87.0,3.7,交换   智库 实习 九个 月 证券 水 实习 四个 月 一年 水 论文 篇 一个 国际 会议 一作 参与 编写 一本 教科书 一个 一作 在 投 三个 老外 的 推荐信,,,,,,,,,,,,,,,,,,,,,,,,,
25961,2322874,,CIty University of Hong Kong,Computer Science,3.41,3.3,3.41,84.13,3.3/4.3,一个 一年 银行 实习   一个 两个 月 会计 实习   一年 校内 实验室 经验   一个 公司 推荐信   一个 教授 推荐信   三个 业界 比赛 奖,,,,,,,,,,,,,,,,,,,,,,,,,
25962,2322895,,双非,俄语,3.53,3.4,3.53,85.3,3.53(wes)/3.6,,,,,,,,,,,,,,109,29,28,25,27,329,160,169,4.0,,,,
25963,2322891,,211 & 985,机械大类,3.4,3.29,3.4,84,均分：84/100,科研 经历 两段 水一作 一篇 实习 一段 水作 方向 与 导师 方向 接近 估计 起 了 一定 的 作用,,,,,,,,,,,,,98,28,22,23,25,310,142,168,4.0,,,,
25964,2322875,,双非,社会工作,3.78,3.62,3.78,87.8,3.78/4.0,,,,,,,,,7,8,7.5,6.5,6,,,,,,,,,,,,,
25965,2322884,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25966,2322881,,双非,会计学,,,,,,  后 本校 继续 读  ,MSc Economics,2.6,2.6,2.6,76,76/100,英硕,,,,,,,,,,,,,,,,,,
25967,2322886,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,IR,3.5,3.37,3.5,85.0,3.5,收到 面试 电话 - 一早 面试 -,,,,,,,,,,,,,,,,,,,,,,,,,
25968,2322920,,985 top 10,历史学,3.79,3.62,3.79,87.9,3.79 WES 3.94 排名1,考古 实习   台湾 学术交流   美国 一年 交换   学术 上 真的 很 垃圾   承蒙 老师 看得起 有 三封 美国 教授 推荐信,,,,,,,,,,,,,,,,,,,,,,,,,
25969,2322926,,,,3.62,3.48,3.62,86.2,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,
25970,2322898,,,社会学,3.61,3.47,3.61,86.1,3.61/4,学弱 一枚 主要 是 校内 的 一些 奖项,,,,,,,,,,,,,,,,,,,,,,,,,
25971,2322912,,211,动物科学,3.6,3.46,3.6,86.0,3.6,已 发表 篇 共 一篇 分别 为 三作 和 四作 一篇 一作 在 投,动物遗传育种与繁殖,3.9,3.72,3.9,89.0,3.9,211,,,,,,109,30,30,24,25,326,159,167,3.5,,,,
25972,2322930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25973,2322935,,双非,电影学,4.0,3.85,4.05,90.5,90.5/100 rank1,国内 电影学院 电影学 专业 加权 专业 第一 四次 国际 电影节 翻译 一段 影视 公司 宣传 策划 实习 一段 中国 电影 出版社 实习 两篇 一作 论文 在 跟 研究院 教授 做 北欧 电影 项目,,,,,,,,7,7.5,8.5,6.0,6.5,,,,,,,,,,,,,
25974,2322940,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,3.5,3.37,3.5,85.0,3.5+/4.0  S,应届生 多份 非红圈 的 短暂 实习 经历 无 项目 比赛 辩论 等加 分项   去 中伦 实习 了 半年 向 学校 更新 了 一份,,,,,,,,,,,,,106,30,27,23,26,,,,,,,,
25975,2322958,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,环境科学与工程,3.93,3.74,3.93,89.27,89.27,年 实验室 经历 一共 做 了 个 项目 段个 月 暑 研篇 论文 篇二作 篇 三作 段 水 实习 丰富 的 学生 活动 和 实践 一个 专业 相关 的 社会 实践 学生会 两次 国际 学生 学术交流 活动,,,,,,,,,,,,,106,30,25,24,27,324,154,170,3.5,,,,
25976,2322964,,双非,舞蹈学,,,,,,,舞蹈学,,,,,,双非,,,,,,93,24,26,22,21,303,153,150,3.0,,,,
25977,2322980,,211,经济学（数学二专）,,,,,,,经济学,,,,,,,,,,,,105,29,25,26,25,330,160,170,3.5,,,,
25978,2322990,,双非,国际经济与贸易,3.7,3.55,3.7,87.0,GPA 3.7（WES）,推荐信 一封 来自 系主任 一封 来自 实习 领导 一封 来自 专业课 老师 无 论文 发表 四段 实习 一段 佐治亚 理工 的 暑校 竞赛 奖学金 若干,,,,,,,,,,,,,104,29,27,22,26,327,160,167,3.5,,,,
25979,2322948,,211,轮机工程,3.01,2.95,3.01,80.1,3.01/4.00,两段 项目 经历 三段 实习,,,,,,,,6,7,6,5.5,6,,,,,,,,,,,,,
25980,2322971,,双非,社会学,,,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,
25981,2322976,,双非,经济学,3.22,3.13,3.22,82.2,3.22/4,无 论文 有 一段 约 一年 的 助研 经历 推荐信 分别 来自 助研 老板 学术 导师 和 一位 比较 熟 的 通识 老师,,,,,,,,7,8,8,6.5,6,,,,,,320,151,169,3,,,,
25982,2323014,,对外经济贸易大学,物流管理,3.08,3.01,3.08,80.8,3.08/4,一段 四大 实习 一段 斯雅水 实习 一段 芝加哥大学 暑期 交流 项目 里 的 科研,,,,,,,,,,,,,106,29,28,23,26,320,152,168,3,,,,
25983,2322985,,THU,人文,4.0,3.81,4.0,90,90,报个求 同行,East Asian studies,3.95,3.76,3.95,89.5,3.95/4.0,columbia universtiy,,,,,,111,30,28,24,29,334,168,166,4.0,,,,
25984,2323020,,双非,法学,,,,,AA,,,,,,,,,,,,,,,,,,,,,,,,,,
25985,2323019,,双非,旅游管理,3.6,3.46,3.6,86,86/100,,,,,,,,,,,,,,99,28,26,22,23,,,,,,,,
25986,2323026,,双非,工程管理,3.31,3.23,3.33,83.31,83.31/100,,,,,,,,,6,6.5,6.5,5.5,6,,,,,,,,,,,,,
25987,2323022,,双非,计算机科学与技术,3.6,3.46,3.6,86.0,3.6/4 （23）,,,,,,,,,7.5,8,8,6.5,6.5,,,,,,333,163,170,3,,,,
25988,2323003,,211 & 985,建筑学,3.56,3.43,3.56,85.6,3.56,参加 过 社团 策划 活动 一段 实习 经历 对 和 有点 了解,,,,,,,,,,,,,104,27,25,24,28,321,155,166,3.0,,,,
25989,2323049,,清华/北大/中科大,中文系,3.6,3.46,3.6,86.0,3.6+,,,,,,,,,,,,,,104,30,24,24,26,329,159,170,3.5,,,,
25990,2323045,,双非,物理学,3.68,3.53,3.68,86.8,3.68/4.00,,,,,,,,,7,8,7,6,6,,,,,,,,,,,,,
25991,2323042,,211 & 985,德语,,,,,AA,,,,,,,,,,,,,,109,30,29,23,27,,,,,,,,170.0
25992,2323061,,两财一贸,金融,3.74,3.58,3.74,87.4,3.74/4.0,,,,,,,,,,,,,,9999,26,26,23,24,,,,,,,,
25993,2323069,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,微电子科学与工程,3.2,3.12,3.2,82,gpa82,一个 科研项目 一个 电赛 三等奖,,,,,,,,7,8,7,5.5,6.5,,,,,,,,,,,,,
25994,2323028,,Syracuse university,历史和国际关系,3.83,3.66,3.83,88.3,3.83,,,,,,,,,,,,,,,,,,,298,153,145,3.0,,,,
25995,2323057,,211,西班牙语,3.44,3.32,3.44,84.4,3.44,,,,,,,,,,,,,,,,,,,320,156,164,3.5,,,,
25996,2323084,,211 & 985,金融学,4.0,3.86,4.07,90.66,90.66/100,,,,,,,,,7.5,8.5,8.5,6.5,6,,,,,,327,157,170,3,,,,
25997,2323098,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,劳动与社会保障,3.80,3.63,3.8,88.0,1/28，GPA3.80/4.00,论文 三篇 二作 推荐人 是 自己 本硕 导师 其中 硕士 导师 是 博士 毕业 本科 参与 过大创 项目 和 校团委 的 课题 负责人 两项 成员 两项 共拿过 校级 二等 奖学金 和 三好学生 三次 一次 专项 奖学金 一次 硕士生 国家 奖学金 和 两次 校级 硕士生 专项 奖学金 无 大型 企业 实习 经历,社会保障,3.81,3.64,3.81,88.1,10/42，GPA3.81/4.00,211 & 985,6.5,8.0,6.5,6.0,5.5,,,,,,,,,,,,,
25998,2323135,,211,国际政治,3.5,3.37,3.5,85.0,3.5,,,,,,,,,,,,,,94,25,24,23,22,,,,,,,,
25999,2323051,,清华/北大/中科大,中文系,3.6,3.46,3.6,86.0,3.6+,,,,,,,,,,,,,,104,30,24,24,26,329,159,170,3.5,,,,
26000,2323154,,双非,国贸,3.65,3.63,3.8,88,88/100 wes 3.65,三段 专业 相关 实习 四大   互联网 金融公司   智库 以及 一些 不 相关 水 实习 无牛 推暑校 校奖 一些 志愿者 一些 学生会 经历 商赛 经历 等等,,,,,,,,,,,,,,,,,,,,,,,,,
26001,2323167,,电子科技大学,ee,3.68,3.53,3.68,86.8,3.68/4,美赛 飞利浦 实习 这个 感觉 帮助 很大 +,,,,,,,,,,,,,98,27,25,24,22,,,,,,,,
26002,2323091,,双非,Urban and rural planning,3.62,3.48,3.62,86.2,3.62（2/55）WES3.78,收到 拒信 申请 季 算是 全部 结束 了 … … 不过 一 开始 也 没有 报太大 期望 多 说 一点 个人信息 供 定位 参考 吧 大三 大四 专 业绩 点 一段 省 交通 发展 院 半年 实习 一段 建筑 公司 设计 岗 实习 个 月 一段 外校 一段   年个 月 完成 做 的 是       并 在 普通 期刊 上 发表 一篇 相关 一作 参会 艾景杯 优秀奖 做 的 是 居住区 规划设计 志愿者 支教 经历 和 院内 小 奖 若干,,,,,,,,,,,,,105,28,27,25,25,325,158,167,3.5,,,,
26003,2323160,,南方科技大学,生物科学,3.55,3.42,3.55,85.5,3.55,,,,,,,,,7,8,7,6,6,,,,,,320,151,169,3.0,,,,
26004,2323190,,211 & 985,生物制药,3.1,3.03,3.1,81,81,,,,,,,,,6.5,7.5,7.0,5.5,5.5,,,,,,,,,,,,,
26005,2323228,,985&211,生物科学,3.5,3.37,3.5,85.0,3.5,一定 先 联系 导师 吧,,,,,,,,,,,,,,,,,,,,,,,,,
26006,2323216,,211 & 985,法学,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,
26007,2323247,,211,经济,3.9,3.72,3.9,89.0,3.9/5.0,  按照 往年 看 应该 是 没奖   但是 看 并 不是 很 好 开始 纠结   连续 两年 拒 了 看来 终 是 无缘 后续 继续 更新,economics,3.9,3.72,3.9,89.0,3.9/4.0,northeastern,,,,,,,,,,,322,152,170,3.5,,,,
26008,2323234,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,3.54,3.41,3.54,85.4,3.54/4,,Economics,,,,,7.33/10,Barcelona GSE,,,,,,100,27,27,22,24,,,,,,,,
26009,2323254,,211 & 985,自动化,3.82,3.98,4.2,92,"GPA 3.82/4.0, 加权均分92/100, rank 5",,,,,,,,,,,,,,101,27,28,20,26,,,,,,,,
26010,2323262,,,,,,,,,,,,,,,,,,,,,,,,,,,324,155,169,3.5,,,,
26011,2323222,,211,商务英语,3.77,3.61,3.77,87.7,3.77/5.0，3.63（WES）,一篇 论文 一个 国家 社科 基金项目 做 了 两年 核心成员 段 科研 麦肯锡 实习 国务院发展研究中心 实习 一次 伯克利 夏校 一次 伯克利 冬校 两次 优秀学生 干部 奖学金,,,,,,,211,,,,,,102,26,28,24,24,324,156,168,3.5,,,,
26012,2323269,,,Civil Engineering,3.83,3.66,3.83,88.3,88.3/100,,,,,,,,,,,,,,106,30,30,23,23,330,160,170,3.5,,,,
26013,2323285,,非常末流的985,金融学,3.79,3.62,3.79,87.9,3.79/5,,,,,,,,,7,7.5,8,6,6.5,,,,,,328,160,168,3,,,,
26014,2323272,,海本,Math & StatStatStat,3.9,3.72,3.9,89.0,3.9,,,,,,,,,,,,,,,,,,,331,163,168,4,,,,
26015,2323270,,,Civil Engineering,3.83,3.66,3.83,88.3,88.3/100,,,,,,,,,,,,,,106,30,30,23,23,330,160,170,3.5,,,,
26016,2323293,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,电子,3.4,3.29,3.4,84,84%,,,,,,,,,,,,,,108,30,29,21,28,327,159,168,3,,,,
26017,2323303,,211,电子信息,3.7,3.55,3.7,87,87/100,水 论文 二作国 创水 实习 乱七八糟 国内 小 科研 比赛,,,,,,,,7,7.5,7,6,6.5,,,,,,,,,,,,,
